race_id,municipality,office,seats,candidates_registered
ON-plummer-additional-council,"Plummer Additional, Township of",councillor,4,2
ON-plummer-additional-mayor,"Plummer Additional, Township of",mayor,1,2
ON-plympton-wyoming-council-at-large,"Plympton-Wyoming, Town of",councillor,5,7
ON-plympton-wyoming-deputy-mayor,"Plympton-Wyoming, Town of",deputy_mayor,1,1
ON-plympton-wyoming-mayor,"Plympton-Wyoming, Town of",mayor,1,2
ON-point-edward-council,"Point Edward, Village of",councillor,1,1
ON-point-edward-mayor,"Point Edward, Village of",mayor,1,1
ON-port-colborne-council-w01,"Port Colborne, City of",councillor,2,2
ON-port-colborne-council-w02,"Port Colborne, City of",councillor,2,3
ON-port-colborne-council-w03,"Port Colborne, City of",councillor,2,2
ON-port-colborne-mayor,"Port Colborne, City of",mayor,1,2
ON-port-colborne-trustee-dsbn,"Port Colborne, City of",trustee,2,2
ON-port-hope-council-w01,"Port Hope, Municipality of",councillor,4,7
ON-port-hope-council-w02,"Port Hope, Municipality of",councillor,2,2
ON-port-hope-mayor,"Port Hope, Municipality of",mayor,1,4
ON-port-hope-trustee-pvnccdsb,"Port Hope, Municipality of",trustee,1,0
ON-powassan-council-at-large,"Powassan, Municipality of",councillor,4,0
ON-powassan-mayor,"Powassan, Municipality of",mayor,1,0
ON-prescott-council-at-large,"Prescott, Town of",councillor,6,7
ON-prescott-mayor,"Prescott, Town of",mayor,1,1
ON-prince-council,"Prince, Township of",councillor,4,3
ON-prince-edward-council-w01,"Prince Edward, County of",councillor,1,2
ON-prince-edward-council-w02,"Prince Edward, County of",councillor,1,3
ON-prince-edward-council-w03,"Prince Edward, County of",councillor,1,1
ON-prince-edward-council-w04,"Prince Edward, County of",councillor,1,6
ON-prince-edward-council-w05,"Prince Edward, County of",councillor,1,1
ON-prince-edward-council-w06,"Prince Edward, County of",councillor,1,2
ON-prince-edward-council-w07,"Prince Edward, County of",councillor,1,1
ON-prince-edward-council-w08,"Prince Edward, County of",councillor,1,1
ON-prince-edward-council-w09,"Prince Edward, County of",councillor,1,1
ON-prince-edward-mayor,"Prince Edward, County of",mayor,1,3
ON-prince-mayor,"Prince, Township of",mayor,1,1
ON-puslinch-council-at-large,"Puslinch, Township of",councillor,4,5
ON-puslinch-county-councillor-w07,"Puslinch, Township of",county_councillor,1,1
ON-puslinch-mayor,"Puslinch, Township of",mayor,1,1
ON-quinte-west-council-w01,"Quinte West, City of",councillor,1,3
ON-quinte-west-council-w02,"Quinte West, City of",councillor,1,3
ON-quinte-west-council-w03,"Quinte West, City of",councillor,1,2
ON-quinte-west-council-w04,"Quinte West, City of",councillor,1,1
ON-quinte-west-mayor,"Quinte West, City of",mayor,1,3
ON-rainy-river-council,"Rainy River, Town of",councillor,4,0
ON-rainy-river-mayor,"Rainy River, Town of",mayor,1,0
ON-ramara-council-ward1,"Ramara, Township of",councillor,1,1
ON-ramara-council-ward2,"Ramara, Township of",councillor,1,2
ON-ramara-council-ward3,"Ramara, Township of",councillor,1,1
ON-ramara-council-ward4,"Ramara, Township of",councillor,1,2
ON-ramara-council-ward5,"Ramara, Township of",councillor,1,1
ON-ramara-deputy-mayor,"Ramara, Township of",deputy_mayor,1,2
ON-ramara-mayor,"Ramara, Township of",mayor,1,3
ON-red-lake-council-at-large,"Red Lake, Municipality of",councillor,4,1
ON-red-lake-mayor,"Red Lake, Municipality of",mayor,1,1
ON-red-rock-council,"Red Rock, Township of",councillor,4,1
ON-red-rock-mayor,"Red Rock, Township of",mayor,1,1
ON-renfrew-town-council,"Renfrew, Town of",councillor,6,7
ON-renfrew-town-mayor,"Renfrew, Town of",mayor,1,5
ON-richmond-hill-council-w01,"Richmond Hill, City of",councillor,1,2
ON-richmond-hill-council-w02,"Richmond Hill, City of",councillor,1,4
ON-richmond-hill-council-w03,"Richmond Hill, City of",councillor,1,1
ON-richmond-hill-council-w04,"Richmond Hill, City of",councillor,1,4
ON-richmond-hill-council-w05,"Richmond Hill, City of",councillor,1,4
ON-richmond-hill-council-w06,"Richmond Hill, City of",councillor,1,2
ON-richmond-hill-mayor,"Richmond Hill, City of",mayor,1,2
ON-richmond-hill-regional-councillor-at-large,"Richmond Hill, City of",regional_councillor,2,3
ON-rideau-lakes-council-w01,"Rideau Lakes, Township of",councillor,,1
ON-rideau-lakes-council-w02,"Rideau Lakes, Township of",councillor,,2
ON-rideau-lakes-council-w03,"Rideau Lakes, Township of",councillor,,2
ON-rideau-lakes-council-w04,"Rideau Lakes, Township of",councillor,,3
ON-rideau-lakes-mayor,"Rideau Lakes, Township of",mayor,1,2
ON-russell-council-at-large,"Russell, Township of",councillor,4,5
ON-russell-mayor,"Russell, Township of",mayor,1,1
ON-ryerson-councillor,"Ryerson, Township of",councillor,3,0
ON-ryerson-deputy-mayor,"Ryerson, Township of",deputy_mayor,1,0
ON-ryerson-mayor,"Ryerson, Township of",mayor,1,0
ON-sables-spanish-rivers-council-at-large,"Sables-Spanish Rivers, Township of",councillor,5,5
ON-sables-spanish-rivers-deputy-mayor,"Sables-Spanish Rivers, Township of",deputy_mayor,1,0
ON-sables-spanish-rivers-mayor,"Sables-Spanish Rivers, Township of",mayor,1,1
ON-sarnia-council-at-large,"Sarnia, City of",councillor,4,14
ON-sarnia-mayor,"Sarnia, City of",mayor,1,4
ON-sarnia-regional-councillor-at-large,"Sarnia, City of",regional_councillor,4,12
ON-saugeen-shores-council-portelgin,"Saugeen Shores, Town of",councillor,1,1
ON-saugeen-shores-council-saugeen,"Saugeen Shores, Town of",councillor,1,3
ON-saugeen-shores-council-southampton,"Saugeen Shores, Town of",councillor,1,5
ON-saugeen-shores-deputy-mayor,"Saugeen Shores, Town of",deputy_mayor,1,0
ON-saugeen-shores-mayor,"Saugeen Shores, Town of",mayor,1,2
ON-saugeen-shores-trustee-cscprovidence,"Saugeen Shores, Town of",trustee,,0
ON-saugeen-shores-vice-deputy-mayor,"Saugeen Shores, Town of",deputy_mayor,1,2
ON-sault-ste-marie-council-w01,"Sault Ste. Marie, City of",councillor,2,3
ON-sault-ste-marie-council-w02,"Sault Ste. Marie, City of",councillor,2,7
ON-sault-ste-marie-council-w03,"Sault Ste. Marie, City of",councillor,2,6
ON-sault-ste-marie-council-w04,"Sault Ste. Marie, City of",councillor,2,4
ON-sault-ste-marie-council-w05,"Sault Ste. Marie, City of",councillor,2,4
ON-sault-ste-marie-mayor,"Sault Ste. Marie, City of",mayor,1,1
ON-schreiber-council,"Schreiber, Township of",councillor,4,4
ON-schreiber-mayor,"Schreiber, Township of",mayor,1,0
ON-scugog-council-w01,"Scugog, Township of",councillor,1,2
ON-scugog-council-w02,"Scugog, Township of",councillor,1,2
ON-scugog-council-w03,"Scugog, Township of",councillor,1,1
ON-scugog-council-w04,"Scugog, Township of",councillor,1,2
ON-scugog-council-w05,"Scugog, Township of",councillor,1,3
ON-scugog-mayor,"Scugog, Township of",mayor,1,3
ON-scugog-regional-councillor-at-large,"Scugog, Township of",regional_councillor,1,3
ON-scugog-trustee-ddsb,"Scugog, Township of",trustee,1,3
ON-seguin-council-w01,"Seguin, Township of",councillor,1,2
ON-seguin-council-w02,"Seguin, Township of",councillor,1,1
ON-seguin-council-w03,"Seguin, Township of",councillor,1,1
ON-seguin-council-w04,"Seguin, Township of",councillor,1,1
ON-seguin-council-w05,"Seguin, Township of",councillor,1,2
ON-seguin-council-w06,"Seguin, Township of",councillor,1,1
ON-seguin-mayor,"Seguin, Township of",mayor,1,1
ON-selwyn-council-ennismore-w10,"Selwyn, Township of",councillor,1,1
ON-selwyn-council-lakefield-w30,"Selwyn, Township of",councillor,1,1
ON-selwyn-council-smith-w20,"Selwyn, Township of",councillor,1,1
ON-selwyn-deputy-mayor,"Selwyn, Township of",deputy_mayor,1,1
ON-selwyn-mayor,"Selwyn, Township of",mayor,1,1
ON-severn-council-w01,"Severn, Township of",councillor,1,1
ON-severn-council-w02,"Severn, Township of",councillor,1,2
ON-severn-council-w03,"Severn, Township of",councillor,1,1
ON-severn-council-w04,"Severn, Township of",councillor,1,0
ON-severn-council-w05,"Severn, Township of",councillor,1,1
ON-severn-deputy-mayor,"Severn, Township of",deputy_mayor,1,2
ON-severn-mayor,"Severn, Township of",mayor,1,1
ON-shelburne-council-at-large,"Shelburne, Town of",councillor,5,7
ON-shelburne-deputy-mayor,"Shelburne, Town of",deputy_mayor,1,1
ON-shelburne-mayor,"Shelburne, Town of",mayor,1,2
ON-shuniah-council-macgregor-ward,"Shuniah, Municipality of",councillor,3,3
ON-shuniah-council-mctavish-ward,"Shuniah, Municipality of",councillor,1,1
ON-shuniah-mayor,"Shuniah, Municipality of",mayor,1,1
ON-sioux-lookout-council,"Sioux Lookout, Municipality of",councillor,6,5
ON-sioux-lookout-mayor,"Sioux Lookout, Municipality of",mayor,1,1
ON-sioux-narrows-nestor-falls-councillor-at-large,"Sioux Narrows-Nestor Falls, Township of",councillor,2,2
ON-sioux-narrows-nestor-falls-councillor-w1,"Sioux Narrows-Nestor Falls, Township of",councillor,1,1
ON-sioux-narrows-nestor-falls-councillor-w2,"Sioux Narrows-Nestor Falls, Township of",councillor,1,1
ON-sioux-narrows-nestor-falls-mayor,"Sioux Narrows-Nestor Falls, Township of",mayor,1,2
ON-sioux-narrows-nestor-falls-trustee-english-catholic-w1,"Sioux Narrows-Nestor Falls, Township of",trustee,5,0
ON-sioux-narrows-nestor-falls-trustee-english-catholic-w2,"Sioux Narrows-Nestor Falls, Township of",trustee,1,0
ON-sioux-narrows-nestor-falls-trustee-english-public-w1,"Sioux Narrows-Nestor Falls, Township of",trustee,3,0
ON-sioux-narrows-nestor-falls-trustee-english-public-w2,"Sioux Narrows-Nestor Falls, Township of",trustee,1,0
ON-sioux-narrows-nestor-falls-trustee-french-catholic,"Sioux Narrows-Nestor Falls, Township of",trustee,1,0
ON-sioux-narrows-nestor-falls-trustee-french-public,"Sioux Narrows-Nestor Falls, Township of",trustee,1,0
ON-smiths-falls-council,"Smiths Falls, Town of",councillor,,1
ON-smiths-falls-mayor,"Smiths Falls, Town of",mayor,1,2
ON-smiths-falls-trustee-cdsbeo,"Smiths Falls, Town of",trustee,1,0
ON-smiths-falls-trustee-cepeo,"Smiths Falls, Town of",trustee,1,0
ON-smiths-falls-trustee-csdcce,"Smiths Falls, Town of",trustee,1,0
ON-smooth-rock-falls-council,"Smooth Rock Falls, Town of",councillor,4,1
ON-smooth-rock-falls-mayor,"Smooth Rock Falls, Town of",mayor,1,1
ON-south-algonquin-council-w01,"South Algonquin, Township of",councillor,2,4
ON-south-algonquin-council-w02,"South Algonquin, Township of",councillor,1,2
ON-south-algonquin-council-w03,"South Algonquin, Township of",councillor,1,1
ON-south-algonquin-council-w04,"South Algonquin, Township of",councillor,1,1
ON-south-algonquin-council-w05,"South Algonquin, Township of",councillor,1,1
ON-south-algonquin-mayor,"South Algonquin, Township of",mayor,1,1
ON-south-bruce-council-atlarge,"South Bruce, Municipality of",councillor,2,2
ON-south-bruce-council-mildmay-carrick,"South Bruce, Municipality of",councillor,2,1
ON-south-bruce-council-teeswater-culross,"South Bruce, Municipality of",councillor,2,0
ON-south-bruce-mayor,"South Bruce, Municipality of",mayor,1,1
ON-south-bruce-peninsula-council-at-large,"South Bruce Peninsula, Town of",councillor,3,8
ON-south-bruce-peninsula-deputy-mayor,"South Bruce Peninsula, Town of",deputy_mayor,1,2
ON-south-bruce-peninsula-mayor,"South Bruce Peninsula, Town of",mayor,1,3
ON-south-bruce-trustee-bgcdsb,"South Bruce, Municipality of",trustee,1,1
ON-south-bruce-trustee-bwdsb,"South Bruce, Municipality of",trustee,1,1
ON-south-bruce-trustee-cscprovidence,"South Bruce, Municipality of",trustee,1,0
ON-south-dundas-council-at-large,"South Dundas, Municipality of",councillor,3,4
ON-south-dundas-deputy-mayor,"South Dundas, Municipality of",deputy_mayor,1,3
ON-south-dundas-mayor,"South Dundas, Municipality of",mayor,1,1
ON-south-frontenac-council-bedford,"South Frontenac, Township of",councillor,2,2
ON-south-frontenac-council-loughborough,"South Frontenac, Township of",councillor,2,2
ON-south-frontenac-council-portland,"South Frontenac, Township of",councillor,2,2
ON-south-frontenac-council-storrington,"South Frontenac, Township of",councillor,2,3
ON-south-frontenac-mayor,"South Frontenac, Township of",mayor,1,3
ON-south-glengarry-council-at-large,"South Glengarry, Township of",councillor,3,4
ON-south-glengarry-deputy-mayor,"South Glengarry, Township of",deputy_mayor,1,1
ON-south-glengarry-mayor,"South Glengarry, Township of",mayor,1,1
ON-south-huron-council-w01,"South Huron, Municipality of",councillor,2,3
ON-south-huron-council-w02,"South Huron, Municipality of",councillor,2,4
ON-south-huron-council-w03,"South Huron, Municipality of",councillor,1,0
ON-south-huron-deputy-mayor,"South Huron, Municipality of",deputy_mayor,1,1
ON-south-huron-mayor,"South Huron, Municipality of",mayor,1,3
ON-south-river-council,"South River, Village of",councillor,4,0
ON-south-river-mayor,"South River, Village of",mayor,1,0
ON-south-stormont-council-at-large,"South Stormont, Township of",councillor,,5
ON-south-stormont-deputy-mayor,"South Stormont, Township of",deputy_mayor,1,1
ON-south-stormont-mayor,"South Stormont, Township of",mayor,1,1
ON-south-west-oxford-council-ward1,"South-West Oxford, Township of",councillor,1,1
ON-south-west-oxford-council-ward2,"South-West Oxford, Township of",councillor,1,1
ON-south-west-oxford-council-ward3,"South-West Oxford, Township of",councillor,1,2
ON-south-west-oxford-council-ward4,"South-West Oxford, Township of",councillor,1,1
ON-south-west-oxford-council-ward5,"South-West Oxford, Township of",councillor,1,0
ON-south-west-oxford-council-ward6,"South-West Oxford, Township of",councillor,1,1
ON-south-west-oxford-mayor,"South-West Oxford, Township of",mayor,1,1
ON-southgate-council,"Southgate, Township of",councillor,,5
ON-southgate-deputy-mayor,"Southgate, Township of",deputy_mayor,1,1
ON-southgate-mayor,"Southgate, Township of",mayor,1,1
ON-southgate-trustee-bgcdsb,"Southgate, Township of",trustee,1,1
ON-southgate-trustee-bwdsb,"Southgate, Township of",trustee,1,1
ON-southgate-trustee-cscprovidence,"Southgate, Township of",trustee,1,0
ON-southwest-middlesex-council-w01,"Southwest Middlesex, Municipality of",councillor,2,1
ON-southwest-middlesex-council-w02,"Southwest Middlesex, Municipality of",councillor,2,2
ON-southwest-middlesex-council-w03,"Southwest Middlesex, Municipality of",councillor,2,1
ON-southwest-middlesex-deputy-mayor,"Southwest Middlesex, Municipality of",deputy_mayor,1,1
ON-southwest-middlesex-mayor,"Southwest Middlesex, Municipality of",mayor,1,1
ON-southwest-middlesex-trustee-cscprovidence,"Southwest Middlesex, Municipality of",trustee,1,0
ON-southwold-council-at-large,"Southwold, Township of",councillor,3,2
ON-southwold-deputy-mayor,"Southwold, Township of",deputy_mayor,1,1
ON-southwold-mayor,"Southwold, Township of",mayor,1,1
ON-spanish-council-at-large,"Spanish, Town of",councillor,4,0
ON-spanish-mayor,"Spanish, Town of",mayor,1,0
ON-springwater-council-w01,"Springwater, Township of",councillor,1,3
ON-springwater-council-w02,"Springwater, Township of",councillor,1,2
ON-springwater-council-w03,"Springwater, Township of",councillor,1,2
ON-springwater-council-w04,"Springwater, Township of",councillor,1,2
ON-springwater-council-w05,"Springwater, Township of",councillor,1,2
ON-springwater-deputy-mayor,"Springwater, Township of",deputy_mayor,1,3
ON-springwater-mayor,"Springwater, Township of",mayor,1,2
ON-st-catharines-council-grantham,"St. Catharines, City of",councillor,1,4
ON-st-catharines-council-merritton,"St. Catharines, City of",councillor,1,3
ON-st-catharines-council-port-dalhousie,"St. Catharines, City of",councillor,1,3
ON-st-catharines-council-st-andrews,"St. Catharines, City of",councillor,1,5
ON-st-catharines-council-st-georges,"St. Catharines, City of",councillor,1,5
ON-st-catharines-council-st-patricks,"St. Catharines, City of",councillor,1,6
ON-st-catharines-mayor,"St. Catharines, City of",mayor,1,4
ON-st-charles-council,"St.-Charles, Municipality of",councillor,4,3
ON-st-charles-mayor,"St.-Charles, Municipality of",mayor,1,1
ON-st-clair-council-w01,"St. Clair, Township of",councillor,3,5
ON-st-clair-council-w02,"St. Clair, Township of",councillor,2,2
ON-st-clair-deputy-mayor,"St. Clair, Township of",deputy_mayor,1,1
ON-st-clair-mayor,"St. Clair, Township of",mayor,1,1
ON-st-clair-trustee-sccdsb,"St. Clair, Township of",trustee,,
ON-st-joseph-council,"St. Joseph, Township of",councillor,4,3
ON-st-joseph-mayor,"St. Joseph, Township of",mayor,1,1
ON-st-marys-council,"St. Marys, Town of",councillor,6,3
ON-st-marys-mayor,"St. Marys, Town of",mayor,1,2
ON-st-marys-trustee-cscprovidence,"St. Marys, Town of",trustee,1,0
ON-st-marys-trustee-english-separate,"St. Marys, Town of",trustee,1,0
ON-st-thomas-council-at-large,"St. Thomas, City of",councillor,8,13
ON-st-thomas-mayor,"St. Thomas, City of",mayor,1,2
ON-stirling-rawdon-council-w01,"Stirling-Rawdon, Township of",councillor,2,3
ON-stirling-rawdon-council-w02,"Stirling-Rawdon, Township of",councillor,2,2
ON-stirling-rawdon-mayor,"Stirling-Rawdon, Township of",mayor,1,3
ON-stone-mills-council-at-large,"Stone Mills, Township of",councillor,5,5
ON-stone-mills-deputy-mayor,"Stone Mills, Township of",deputy_mayor,1,1
ON-stone-mills-mayor,"Stone Mills, Township of",mayor,1,1
ON-stratford-council-at-large,"Stratford, City of",councillor,10,13
ON-stratford-mayor,"Stratford, City of",mayor,1,5
ON-strathroy-caradoc-council-w01,"Strathroy-Caradoc, Municipality of",councillor,4,3
ON-strathroy-caradoc-council-w02,"Strathroy-Caradoc, Municipality of",councillor,3,3
ON-strathroy-caradoc-deputy-mayor,"Strathroy-Caradoc, Municipality of",deputy_mayor,1,1
ON-strathroy-caradoc-mayor,"Strathroy-Caradoc, Municipality of",mayor,1,2
ON-strong-council,"Strong, Township of",councillor,4,0
ON-strong-mayor,"Strong, Township of",mayor,1,1
ON-sundridge-councillor,"Sundridge, Village of",councillor,4,3
ON-sundridge-mayor,"Sundridge, Village of",mayor,1,1
ON-tarbutt-councillor,"Tarbutt, Township of",councillor,,4
ON-tarbutt-mayor,"Tarbutt, Township of",mayor,1,1
ON-tay-council-at-large,"Tay, Township of",councillor,5,8
ON-tay-deputy-mayor,"Tay, Township of",deputy_mayor,1,1
ON-tay-mayor,"Tay, Township of",mayor,1,1
ON-tay-valley-council-bathurst,"Tay Valley, Township of",councillor,1,1
ON-tay-valley-council-burgess,"Tay Valley, Township of",councillor,1,2
ON-tay-valley-council-sherbrooke,"Tay Valley, Township of",councillor,1,2
ON-tay-valley-deputy-reeve,"Tay Valley, Township of",deputy_mayor,1,3
ON-tay-valley-mayor,"Tay Valley, Township of",mayor,1,2
ON-tcdsb-trustee-w01,"Toronto, City of",trustee,1,1
ON-tcdsb-trustee-w02,"Toronto, City of",trustee,1,1
ON-tcdsb-trustee-w03,"Toronto, City of",trustee,1,2
ON-tcdsb-trustee-w04,"Toronto, City of",trustee,1,2
ON-tcdsb-trustee-w05,"Toronto, City of",trustee,1,2
ON-tcdsb-trustee-w06,"Toronto, City of",trustee,1,1
ON-tcdsb-trustee-w07,"Toronto, City of",trustee,1,1
ON-tcdsb-trustee-w08,"Toronto, City of",trustee,1,0
ON-tcdsb-trustee-w09,"Toronto, City of",trustee,1,2
ON-tcdsb-trustee-w10,"Toronto, City of",trustee,1,3
ON-tcdsb-trustee-w11,"Toronto, City of",trustee,1,2
ON-tcdsb-trustee-w12,"Toronto, City of",trustee,1,1
ON-tdsb-trustee-w01,"Toronto, City of",trustee,1,2
ON-tdsb-trustee-w02,"Toronto, City of",trustee,1,3
ON-tdsb-trustee-w03,"Toronto, City of",trustee,1,3
ON-tdsb-trustee-w04,"Toronto, City of",trustee,1,4
ON-tdsb-trustee-w05,"Toronto, City of",trustee,1,3
ON-tdsb-trustee-w06,"Toronto, City of",trustee,1,2
ON-tdsb-trustee-w07,"Toronto, City of",trustee,1,6
ON-tdsb-trustee-w08,"Toronto, City of",trustee,1,2
ON-tdsb-trustee-w09,"Toronto, City of",trustee,1,2
ON-tdsb-trustee-w10,"Toronto, City of",trustee,1,2
ON-tdsb-trustee-w11,"Toronto, City of",trustee,1,3
ON-tdsb-trustee-w12,"Toronto, City of",trustee,1,3
ON-tecumseh-council-w01,"Tecumseh, Town of",councillor,1,1
ON-tecumseh-council-w02,"Tecumseh, Town of",councillor,1,4
ON-tecumseh-council-w03,"Tecumseh, Town of",councillor,1,3
ON-tecumseh-council-w04,"Tecumseh, Town of",councillor,1,2
ON-tecumseh-council-w05,"Tecumseh, Town of",councillor,1,1
ON-tecumseh-deputy-mayor,"Tecumseh, Town of",deputy_mayor,1,2
ON-tecumseh-mayor,"Tecumseh, Town of",mayor,1,2
ON-tecumseh-trustee-cscprovidence-s9,"Tecumseh, Town of",trustee,1,1
ON-tecumseh-trustee-gecdsb,"Tecumseh, Town of",trustee,1,1
ON-tecumseh-trustee-wecdsb,"Tecumseh, Town of",trustee,1,1
ON-tehkummah-councillor,"Tehkummah, Township of",councillor,,4
ON-tehkummah-mayor,"Tehkummah, Township of",mayor,1,1
ON-temagami-council,"Temagami, Municipality of",councillor,6,2
ON-temagami-mayor,"Temagami, Municipality of",mayor,1,2
ON-temiskaming-shores-council,"Temiskaming Shores, City of",councillor,6,3
ON-temiskaming-shores-mayor,"Temiskaming Shores, City of",mayor,1,1
ON-temiskaming-shores-trustee-cscdgr-zoneb,"Temiskaming Shores, City of",trustee,1,1
ON-temiskaming-shores-trustee-cspne-zoned,"Temiskaming Shores, City of",trustee,1,0
ON-temiskaming-shores-trustee-dsb1-zonea,"Temiskaming Shores, City of",trustee,2,2
ON-temiskaming-shores-trustee-ncdsb-zoneb,"Temiskaming Shores, City of",trustee,1,0
ON-terrace-bay-council,"Terrace Bay, Township of",councillor,4,3
ON-terrace-bay-mayor,"Terrace Bay, Township of",mayor,1,1
ON-thames-centre-council-w01,"Thames Centre, Municipality of",councillor,1,0
ON-thames-centre-council-w02,"Thames Centre, Municipality of",councillor,1,1
ON-thames-centre-council-w03,"Thames Centre, Municipality of",councillor,1,1
ON-thames-centre-deputy-mayor,"Thames Centre, Municipality of",deputy_mayor,1,2
ON-thames-centre-mayor,"Thames Centre, Municipality of",mayor,1,1
ON-the-archipelago-council-w01,"The Archipelago, Township of",councillor,2,3
ON-the-archipelago-council-w02,"The Archipelago, Township of",councillor,1,0
ON-the-archipelago-council-w03,"The Archipelago, Township of",councillor,2,2
ON-the-archipelago-council-w04,"The Archipelago, Township of",councillor,3,3
ON-the-archipelago-council-w05,"The Archipelago, Township of",councillor,1,0
ON-the-archipelago-council-w06,"The Archipelago, Township of",councillor,1,1
ON-the-archipelago-mayor,"The Archipelago, Township of",mayor,1,1
ON-the-blue-mountains-council,"The Blue Mountains, Town of",councillor,5,9
ON-the-blue-mountains-deputy-mayor,"The Blue Mountains, Town of",deputy_mayor,1,1
ON-the-blue-mountains-mayor,"The Blue Mountains, Town of",mayor,1,3
ON-the-blue-mountains-trustee-bgcdsb,"The Blue Mountains, Town of",trustee,1,0
ON-the-blue-mountains-trustee-cscprovidence,"The Blue Mountains, Town of",trustee,1,0
ON-the-nation-municipality-council-w01,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-council-w02,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-council-w03,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-council-w04,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-council-w05,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-council-w06,The Nation Municipality,councillor,1,1
ON-the-nation-municipality-mayor,The Nation Municipality,mayor,1,1
ON-the-nation-municipality-trustee-cdsbeo,The Nation Municipality,trustee,1,0
ON-the-nation-municipality-trustee-cepeo,The Nation Municipality,trustee,1,0
ON-the-nation-municipality-trustee-csdceo,The Nation Municipality,trustee,1,1
ON-the-north-shore-councillor,"The North Shore, Township of",councillor,4,5
ON-the-north-shore-mayor,"The North Shore, Township of",mayor,1,1
ON-thessalon-council,"Thessalon, Town of",councillor,4,3
ON-thessalon-mayor,"Thessalon, Town of",mayor,1,1
ON-thornloe-mayor,"Thornloe, Village of",mayor,1,
ON-thorold-council-at-large,"Thorold, City of",councillor,6,18
ON-thorold-mayor,"Thorold, City of",mayor,1,2
ON-thunder-bay-council-at-large,"Thunder Bay, City of",councillor,5,4
ON-thunder-bay-council-current-river,"Thunder Bay, City of",councillor,1,2
ON-thunder-bay-council-mcintyre,"Thunder Bay, City of",councillor,1,1
ON-thunder-bay-council-mckellar,"Thunder Bay, City of",councillor,1,2
ON-thunder-bay-council-neebing,"Thunder Bay, City of",councillor,1,1
ON-thunder-bay-council-northwood,"Thunder Bay, City of",councillor,1,2
ON-thunder-bay-council-red-river,"Thunder Bay, City of",councillor,1,1
ON-thunder-bay-council-westfort,"Thunder Bay, City of",councillor,1,1
ON-thunder-bay-mayor,"Thunder Bay, City of",mayor,1,6
ON-tillsonburg-council-at-large,"Tillsonburg, Town of",councillor,6,7
ON-tillsonburg-mayor,"Tillsonburg, Town of",mayor,1,2
ON-timmins-council-w01,"Timmins, City of",councillor,1,2
ON-timmins-council-w02,"Timmins, City of",councillor,1,4
ON-timmins-council-w03,"Timmins, City of",councillor,1,2
ON-timmins-council-w04,"Timmins, City of",councillor,1,4
ON-timmins-council-w05,"Timmins, City of",councillor,4,12
ON-timmins-mayor,"Timmins, City of",mayor,1,6
ON-tiny-council-at-large,"Tiny, Township of",councillor,3,8
ON-tiny-deputy-mayor,"Tiny, Township of",deputy_mayor,1,3
ON-tiny-mayor,"Tiny, Township of",mayor,1,2
ON-toronto-council-w01,"Toronto, City of",councillor,1,6
ON-toronto-council-w02,"Toronto, City of",councillor,1,2
ON-toronto-council-w03,"Toronto, City of",councillor,1,4
ON-toronto-council-w04,"Toronto, City of",councillor,1,9
ON-toronto-council-w05,"Toronto, City of",councillor,1,6
ON-toronto-council-w06,"Toronto, City of",councillor,1,2
ON-toronto-council-w07,"Toronto, City of",councillor,1,3
ON-toronto-council-w08,"Toronto, City of",councillor,1,5
ON-toronto-council-w09,"Toronto, City of",councillor,1,3
ON-toronto-council-w10,"Toronto, City of",councillor,1,8
ON-toronto-council-w11,"Toronto, City of",councillor,1,10
ON-toronto-council-w12,"Toronto, City of",councillor,1,5
ON-toronto-council-w13,"Toronto, City of",councillor,1,9
ON-toronto-council-w14,"Toronto, City of",councillor,1,2
ON-toronto-council-w15,"Toronto, City of",councillor,1,2
ON-toronto-council-w16,"Toronto, City of",councillor,1,3
ON-toronto-council-w17,"Toronto, City of",councillor,1,6
ON-toronto-council-w18,"Toronto, City of",councillor,1,4
ON-toronto-council-w19,"Toronto, City of",councillor,1,10
ON-toronto-council-w20,"Toronto, City of",councillor,1,7
ON-toronto-council-w21,"Toronto, City of",councillor,1,10
ON-toronto-council-w22,"Toronto, City of",councillor,1,7
ON-toronto-council-w23,"Toronto, City of",councillor,1,5
ON-toronto-council-w24,"Toronto, City of",councillor,1,2
ON-toronto-council-w25,"Toronto, City of",councillor,1,6
ON-toronto-mayor,"Toronto, City of",mayor,1,36
ON-trent-hills-council-w01,"Trent Hills, Municipality of",councillor,1,1
ON-trent-hills-council-w02,"Trent Hills, Municipality of",councillor,1,0
ON-trent-hills-council-w03,"Trent Hills, Municipality of",councillor,1,3
ON-trent-hills-council-w04,"Trent Hills, Municipality of",councillor,1,0
ON-trent-hills-council-w05,"Trent Hills, Municipality of",councillor,1,3
ON-trent-hills-deputy-mayor,"Trent Hills, Municipality of",deputy_mayor,1,1
ON-trent-hills-mayor,"Trent Hills, Municipality of",mayor,1,1
ON-trent-hills-trustee-pvnccdsb,"Trent Hills, Municipality of",trustee,1,1
ON-trent-lakes-council-at-large,"Trent Lakes, Municipality of",councillor,1,1
